"","lat","lon","num_flr","retrofit","struc_type","occ_day","class"
"253",27.7197656,85.3624546,4,"No","Non_Engineered_RC_Frame",388,"Non-retrofitted RC"
"254",27.718346,85.3532884,3,"No","Non_Engineered_RC_Frame",120,"Non-retrofitted RC"
"255",27.7221657,85.3590495,4,"No","Non_Engineered_RC_Frame",300,"Non-retrofitted RC"
"256",27.6722301,85.3515207,4,"No","Non_Engineered_RC_Frame",20,"Non-retrofitted RC"
"257",27.7697624,85.3502317,2,"No","Non_Engineered_RC_Frame",12,"Non-retrofitted RC"
"258",27.7685286,85.3525441,4,"No","Non_Engineered_RC_Frame",180,"Non-retrofitted RC"
"259",27.7351996,85.3381081,3,"No","Non_Engineered_RC_Frame",180,"Non-retrofitted RC"
"260",27.717886,85.3453578,1,"No","Non_Engineered_RC_Frame",300,"Non-retrofitted RC"
"261",27.7181492,85.345489,3,"No","Non_Engineered_RC_Frame",400,"Non-retrofitted RC"
"262",27.7088326,85.3069114,4,"No","Non_Engineered_RC_Frame",130,"Non-retrofitted RC"
"263",27.7084672,85.3066524,3,"No","Non_Engineered_RC_Frame",8,"Non-retrofitted RC"
"264",27.6750517,85.2728052,3,"No","Non_Engineered_RC_Frame",111,"Non-retrofitted RC"
"265",27.6739568,85.2758704,4,"No","Non_Engineered_RC_Frame",300,"Non-retrofitted RC"
"266",27.6762682,85.2741572,4,"No","Non_Engineered_RC_Frame",2,"Non-retrofitted RC"
"267",27.691624,85.2857627,3,"No","Non_Engineered_RC_Frame",75,"Non-retrofitted RC"
"268",27.672876,85.438912,4,"No","Engineered_RC_Frame",600,"Non-retrofitted RC"
"269",27.6721131,85.4397971,4,"No","Non_Engineered_RC_Frame",327,"Non-retrofitted RC"
"270",27.6772665,85.4408182,5,"No","Non_Engineered_RC_Frame",220,"Non-retrofitted RC"
"271",27.6692414,85.4397375,3,"No","Engineered_RC_Frame",59,"Non-retrofitted RC"
"272",27.6774542,85.4412284,5,"No","Non_Engineered_RC_Frame",160,"Non-retrofitted RC"
"273",27.6724993,85.4402517,1,"No","Non_Engineered_RC_Frame",20,"Non-retrofitted RC"
"274",27.7333548,85.367757,3,"No","Engineered_RC_Frame",40,"Non-retrofitted RC"
"275",27.6795383,85.4417522,4,"No","Engineered_RC_Frame",300,"Non-retrofitted RC"
"276",27.678049,85.439965,3,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"277",27.6795287,85.443088,3,"No","Non_Engineered_RC_Frame",300,"Non-retrofitted RC"
"278",27.6774089,85.439951,2,"No","Non_Engineered_RC_Frame",25,"Non-retrofitted RC"
"279",27.6789193,85.4418394,5,"No","Engineered_RC_Frame",250,"Non-retrofitted RC"
"280",27.6771804,85.439506,5,"No","Non_Engineered_RC_Frame",104,"Non-retrofitted RC"
"281",27.6770361,85.4395328,4,"No","Non_Engineered_RC_Frame",350,"Non-retrofitted RC"
"282",27.7184758,85.3668624,3,"No","Non_Engineered_RC_Frame",26,"Non-retrofitted RC"
